Juego,R1, P1, R2, P2, R3, P3, R4, P4, R5, P5, R6, P6, R7, P7, R8, P8, R9, P9, R10, P10
166384, 169786, 2.0, 28143, 2.0, 2651, 2.0, 147949, 2.0, 463, 2.0, 193042, 2.0, 193738, 2.0, 220308, 2.0, 157354, 2.0, 36218, 2.0, 
187645, 28143, 4.0, 164928, 4.0, 70149, 4.0, 203993, 4.0, 140620, 4.0, 122515, 4.0, 193738, 4.0, 157354, 4.0, 245638, 4.0, 178900, 4.0, 
146508, 224316, 8.0, 28143, 7.0, 157354, 7.0, 3076, 6.0, 2651, 6.0, 84876, 6.0, 120677, 6.0, 40692, 5.0, 108745, 5.0, 8217, 5.0, 
46213, 157969, 3.0, 157354, 3.0, 36218, 3.0, 39856, 3.0, 84876, 3.0, 68448, 3.0, 63268, 2.0, 148228, 2.0, 20545, 2.0, 161417, 2.0, 
120677, 84876, 8.0, 108745, 7.0, 224316, 7.0, 28143, 7.0, 157354, 7.0, 40692, 6.0, 8217, 6.0, 121921, 6.0, 70323, 6.0, 113294, 6.0, 
145371, 187645, 2.0, 132531, 2.0, 205896, 2.0, 28143, 2.0, 2651, 2.0, 164928, 2.0, 70149, 2.0, 172386, 2.0, 96848, 2.0, 203993, 2.0, 
182028, 28143, 3.0, 193738, 3.0, 157354, 3.0, 178900, 3.0, 216132, 3.0, 180263, 3.0, 173346, 3.0, 68448, 3.0, 154203, 2.0, 176396, 2.0, 
25613, 2651, 4.0, 70149, 4.0, 122515, 4.0, 124361, 4.0, 216132, 4.0, 102794, 4.0, 84876, 4.0, 28720, 4.0, 31260, 4.0, 102680, 4.0, 
192135, 120677, 3.0, 187645, 3.0, 162886, 3.0, 2511, 3.0, 169786, 3.0, 144733, 3.0, 28143, 3.0, 228341, 3.0, 3076, 3.0, 164928, 3.0, 
102680, 2651, 6.0, 102794, 6.0, 84876, 6.0, 822, 5.0, 28143, 5.0, 70149, 5.0, 122515, 5.0, 193738, 5.0, 157354, 5.0, 124361, 5.0, 
12333, 2651, 5.0, 70149, 5.0, 122515, 5.0, 62219, 5.0, 216132, 5.0, 102794, 5.0, 84876, 5.0, 28720, 5.0, 31260, 5.0, 126163, 4.0, 
128621, 144733, 5.0, 28143, 5.0, 3076, 5.0, 164928, 5.0, 70149, 5.0, 25554, 5.0, 122515, 5.0, 193738, 5.0, 157354, 5.0, 245638, 5.0, 
183394, 28143, 5.0, 164928, 5.0, 70149, 5.0, 122515, 5.0, 157354, 5.0, 245638, 5.0, 84876, 5.0, 171623, 5.0, 126163, 4.0, 73439, 4.0, 
171623, 157354, 9.0, 84876, 9.0, 28143, 8.0, 170042, 7.0, 34635, 7.0, 161417, 7.0, 2651, 7.0, 164928, 7.0, 70149, 7.0, 122515, 7.0, 
249259, 171623, 1.0, 183394, 1.0, 128621, 1.0, 12333, 1.0, 102680, 1.0, 192135, 1.0, 25613, 1.0, 182028, 1.0, 145371, 1.0, 120677, 1.0, 
421, 173346, 2.0, 31260, 2.0, 28720, 2.0, 822, 2.0, 84876, 2.0, 216132, 2.0, 72225, 2.0, 62219, 2.0, 35677, 2.0, 102794, 2.0, 
192458, 421, 1.0, 68448, 1.0, 92539, 1.0, 173346, 1.0, 202976, 1.0, 180263, 1.0, 155987, 1.0, 180341, 1.0, 191189, 1.0, 31260, 1.0, 
92539, 68448, 5.0, 111661, 4.0, 173346, 4.0, 84876, 4.0, 36218, 4.0, 34635, 4.0, 157354, 4.0, 171623, 4.0, 161417, 4.0, 167791, 4.0, 
202976, 173346, 2.0, 92539, 2.0, 68448, 2.0, 203416, 2.0, 205637, 2.0, 205059, 2.0, 186069, 1.0, 111661, 1.0, 133993, 1.0, 40483, 1.0, 
180341, 155987, 2.0, 180263, 2.0, 191189, 2.0, 31260, 2.0, 48726, 2.0, 137408, 2.0, 34219, 2.0, 127060, 2.0, 144592, 2.0, 822, 2.0, 
85704, 31260, 2.0, 191189, 2.0, 155987, 2.0, 180263, 2.0, 173346, 2.0, 92539, 2.0, 68448, 2.0, 43018, 2.0, 48726, 2.0, 39351, 2.0, 
43018, 85704, 2.0, 31260, 2.0, 191189, 2.0, 155987, 2.0, 180263, 2.0, 173346, 2.0, 92539, 2.0, 68448, 2.0, 48726, 2.0, 39351, 2.0, 
48726, 31260, 5.0, 127060, 5.0, 84876, 5.0, 245638, 5.0, 34635, 5.0, 157354, 5.0, 122515, 5.0, 171623, 5.0, 70149, 5.0, 164928, 5.0, 
137408, 144592, 4.0, 84876, 4.0, 157354, 4.0, 171623, 4.0, 161417, 4.0, 167791, 4.0, 191876, 4.0, 234487, 3.0, 230802, 3.0, 245934, 3.0, 
136056, 137408, 1.0, 48726, 1.0, 43018, 1.0, 85704, 1.0, 31260, 1.0, 191189, 1.0, 180341, 1.0, 155987, 1.0, 180263, 1.0, 202976, 1.0, 
39351, 48726, 3.0, 31260, 3.0, 155987, 3.0, 68448, 3.0, 127060, 3.0, 28720, 3.0, 84876, 3.0, 18602, 3.0, 216132, 3.0, 245638, 3.0, 
180680, 39351, 1.0, 136056, 1.0, 137408, 1.0, 48726, 1.0, 43018, 1.0, 85704, 1.0, 31260, 1.0, 191189, 1.0, 180341, 1.0, 155987, 1.0, 
234477, 180680, 1.0, 39351, 1.0, 136056, 1.0, 137408, 1.0, 48726, 1.0, 43018, 1.0, 85704, 1.0, 31260, 1.0, 191189, 1.0, 180341, 1.0, 
34219, 822, 5.0, 36218, 5.0, 28143, 5.0, 230802, 4.0, 169124, 4.0, 3076, 4.0, 8217, 4.0, 40692, 4.0, 54, 4.0, 31260, 4.0, 
135219, 34219, 1.0, 234477, 1.0, 180680, 1.0, 39351, 1.0, 136056, 1.0, 137408, 1.0, 48726, 1.0, 43018, 1.0, 85704, 1.0, 31260, 1.0, 
127060, 48726, 5.0, 31260, 5.0, 84876, 5.0, 245638, 5.0, 34635, 5.0, 157354, 5.0, 122515, 5.0, 171623, 5.0, 70149, 5.0, 164928, 5.0, 
144592, 84876, 6.0, 157354, 6.0, 171623, 6.0, 161417, 6.0, 176494, 5.0, 170042, 5.0, 14996, 5.0, 31627, 5.0, 27173, 5.0, 822, 5.0, 
206803, 144592, 1.0, 224517, 1.0, 28720, 1.0, 127060, 1.0, 170216, 1.0, 135219, 1.0, 34219, 1.0, 234477, 1.0, 180680, 1.0, 39351, 1.0, 
7717, 822, 5.0, 12, 5.0, 28143, 5.0, 18833, 5.0, 230802, 4.0, 12902, 4.0, 4390, 4.0, 17329, 4.0, 33160, 4.0, 169124, 4.0, 
95619, 43111, 1.0, 18602, 1.0, 84876, 1.0, 7717, 1.0, 822, 1.0, 206803, 1.0, 144592, 1.0, 224517, 1.0, 28720, 1.0, 127060, 1.0, 
99392, 245638, 1.0, 216132, 1.0, 95619, 1.0, 43111, 1.0, 18602, 1.0, 84876, 1.0, 7717, 1.0, 822, 1.0, 206803, 1.0, 144592, 1.0, 
151771, 99392, 1.0, 245638, 1.0, 216132, 1.0, 95619, 1.0, 43111, 1.0, 18602, 1.0, 84876, 1.0, 7717, 1.0, 822, 1.0, 206803, 1.0, 
72225, 216132, 3.0, 84876, 3.0, 822, 3.0, 28720, 3.0, 31260, 3.0, 173346, 3.0, 35677, 3.0, 102794, 3.0, 122515, 3.0, 96848, 3.0, 
54998, 84876, 4.0, 34635, 4.0, 157354, 4.0, 102794, 4.0, 171623, 4.0, 108745, 4.0, 28143, 4.0, 121921, 4.0, 2651, 4.0, 7854, 4.0, 
96778, 54998, 1.0, 72225, 1.0, 151771, 1.0, 99392, 1.0, 245638, 1.0, 216132, 1.0, 95619, 1.0, 43111, 1.0, 18602, 1.0, 84876, 1.0, 
155820, 96778, 1.0, 54998, 1.0, 72225, 1.0, 151771, 1.0, 99392, 1.0, 245638, 1.0, 216132, 1.0, 95619, 1.0, 43111, 1.0, 18602, 1.0, 
193215, 155820, 1.0, 96778, 1.0, 54998, 1.0, 72225, 1.0, 151771, 1.0, 99392, 1.0, 245638, 1.0, 216132, 1.0, 95619, 1.0, 43111, 1.0, 
478, 18602, 4.0, 31260, 4.0, 34635, 4.0, 172, 4.0, 9216, 4.0, 19857, 4.0, 28143, 4.0, 2651, 4.0, 201808, 3.0, 113294, 3.0, 
223321, 182028, 1.0, 478, 1.0, 193215, 1.0, 155820, 1.0, 96778, 1.0, 54998, 1.0, 72225, 1.0, 151771, 1.0, 99392, 1.0, 245638, 1.0, 
91312, 84876, 5.0, 157354, 5.0, 54043, 5.0, 171623, 5.0, 154203, 5.0, 108745, 5.0, 28143, 5.0, 121921, 5.0, 147151, 4.0, 5782, 4.0, 
192951, 36218, 2.0, 72225, 2.0, 245638, 2.0, 216132, 2.0, 18602, 2.0, 84876, 2.0, 7717, 2.0, 822, 2.0, 144592, 2.0, 224517, 2.0, 
51811, 36218, 4.0, 7717, 4.0, 822, 4.0, 34219, 4.0, 31260, 4.0, 34635, 4.0, 12, 4.0, 28143, 4.0, 42, 4.0, 2651, 4.0, 
90850, 51811, 3.0, 40834, 3.0, 36218, 3.0, 18602, 3.0, 7717, 3.0, 822, 3.0, 34219, 3.0, 31260, 3.0, 68448, 3.0, 66690, 3.0, 
66690, 40834, 4.0, 36218, 4.0, 68448, 4.0, 34635, 4.0, 521, 3.0, 27746, 3.0, 38386, 3.0, 230802, 3.0, 14996, 3.0, 31627, 3.0, 
34635, 84876, 9.0, 224316, 8.0, 28143, 8.0, 2651, 8.0, 36218, 7.0, 68448, 7.0, 157354, 7.0, 171623, 7.0, 14996, 6.0, 40692, 6.0, 
253214, 34635, 1.0, 66690, 1.0, 90850, 1.0, 51811, 1.0, 40834, 1.0, 192951, 1.0, 36218, 1.0, 62219, 1.0, 91312, 1.0, 223321, 1.0, 
203420, 224316, 6.0, 84876, 6.0, 30549, 6.0, 28143, 6.0, 3076, 5.0, 34635, 5.0, 822, 5.0, 180263, 5.0, 110327, 5.0, 164928, 5.0, 
203416, 68448, 5.0, 224316, 4.0, 84876, 4.0, 180263, 4.0, 173346, 4.0, 205059, 4.0, 28143, 4.0, 111661, 3.0, 43570, 3.0, 181304, 3.0, 
11, 84876, 5.0, 822, 5.0, 180263, 5.0, 157354, 5.0, 164928, 5.0, 28143, 5.0, 161417, 5.0, 178900, 5.0, 167791, 5.0, 230802, 4.0, 
79828, 245638, 5.0, 84876, 5.0, 157354, 5.0, 122515, 5.0, 171623, 5.0, 70149, 5.0, 164928, 5.0, 28143, 5.0, 73439, 5.0, 126163, 5.0, 
176677, 34635, 3.0, 36218, 3.0, 84876, 3.0, 144592, 3.0, 137408, 3.0, 157354, 3.0, 171623, 3.0, 161417, 3.0, 167791, 3.0, 191876, 3.0, 
175914, 157354, 3.0, 79828, 3.0, 34635, 3.0, 40834, 3.0, 36218, 3.0, 245638, 3.0, 216132, 3.0, 18602, 3.0, 84876, 3.0, 28720, 3.0, 
244049, 172, 1.0, 175914, 1.0, 157354, 1.0, 176677, 1.0, 79828, 1.0, 11, 1.0, 203416, 1.0, 203420, 1.0, 253214, 1.0, 34635, 1.0, 
9216, 34635, 5.0, 18602, 5.0, 31260, 5.0, 19857, 5.0, 28143, 5.0, 2651, 5.0, 66188, 4.0, 93, 4.0, 50, 4.0, 24480, 4.0, 
195539, 9216, 2.0, 125153, 2.0, 172, 2.0, 175914, 2.0, 157354, 2.0, 79828, 2.0, 34635, 2.0, 40834, 2.0, 36218, 2.0, 62219, 2.0, 
124693, 103343, 1.0, 195539, 1.0, 9216, 1.0, 125153, 1.0, 244049, 1.0, 172, 1.0, 175914, 1.0, 157354, 1.0, 176677, 1.0, 79828, 1.0, 
140261, 124693, 1.0, 103343, 1.0, 195539, 1.0, 9216, 1.0, 125153, 1.0, 244049, 1.0, 172, 1.0, 175914, 1.0, 157354, 1.0, 176677, 1.0, 
182874, 157354, 4.0, 245638, 4.0, 84876, 4.0, 822, 4.0, 144592, 4.0, 193738, 4.0, 122515, 4.0, 96913, 4.0, 236191, 4.0, 110327, 4.0, 
171908, 182874, 2.0, 9216, 2.0, 125153, 2.0, 172, 2.0, 157354, 2.0, 79828, 2.0, 34635, 2.0, 62219, 2.0, 478, 2.0, 54998, 2.0, 
136955, 193738, 1.0, 171908, 1.0, 182874, 1.0, 140261, 1.0, 124693, 1.0, 103343, 1.0, 195539, 1.0, 9216, 1.0, 125153, 1.0, 244049, 1.0, 
43015, 157354, 4.0, 34635, 4.0, 36218, 4.0, 84876, 4.0, 68448, 4.0, 102794, 4.0, 171623, 4.0, 104006, 4.0, 28143, 4.0, 123260, 4.0, 
198994, 193738, 3.0, 182874, 3.0, 157354, 3.0, 11, 3.0, 203420, 3.0, 91312, 3.0, 245638, 3.0, 84876, 3.0, 7717, 3.0, 822, 3.0, 
202100, 198994, 1.0, 35677, 1.0, 43015, 1.0, 136955, 1.0, 193738, 1.0, 171908, 1.0, 182874, 1.0, 140261, 1.0, 124693, 1.0, 103343, 1.0, 
19777, 35677, 3.0, 43015, 3.0, 9216, 3.0, 125153, 3.0, 175914, 3.0, 157354, 3.0, 79828, 3.0, 34635, 3.0, 40834, 3.0, 36218, 3.0, 
148949, 34635, 6.0, 84876, 6.0, 40628, 5.0, 157354, 5.0, 216132, 5.0, 171623, 5.0, 2651, 5.0, 176494, 4.0, 98778, 4.0, 170042, 4.0, 
172505, 148949, 2.0, 19777, 2.0, 35677, 2.0, 43015, 2.0, 193738, 2.0, 9216, 2.0, 125153, 2.0, 175914, 2.0, 157354, 2.0, 79828, 2.0, 
54043, 157354, 6.0, 84876, 6.0, 108745, 6.0, 28143, 6.0, 121921, 6.0, 43570, 5.0, 113294, 5.0, 163968, 5.0, 147151, 5.0, 5782, 5.0, 
855, 172505, 2.0, 148949, 2.0, 19777, 2.0, 35677, 2.0, 43015, 2.0, 193738, 2.0, 9216, 2.0, 125153, 2.0, 175914, 2.0, 157354, 2.0, 
127023, 54043, 4.0, 157354, 4.0, 91312, 4.0, 245638, 4.0, 84876, 4.0, 122515, 4.0, 140620, 4.0, 110327, 4.0, 171623, 4.0, 70149, 4.0, 
163572, 122515, 1.0, 127023, 1.0, 102794, 1.0, 855, 1.0, 54043, 1.0, 172505, 1.0, 148949, 1.0, 155821, 1.0, 19777, 1.0, 205637, 1.0, 
62227, 122515, 2.0, 127023, 2.0, 102794, 2.0, 54043, 2.0, 148949, 2.0, 19777, 2.0, 35677, 2.0, 43015, 2.0, 103343, 2.0, 195539, 2.0, 
96913, 122515, 4.0, 193738, 4.0, 182874, 4.0, 157354, 4.0, 245638, 4.0, 84876, 4.0, 822, 4.0, 144592, 4.0, 236191, 4.0, 110327, 4.0, 
236191, 96913, 4.0, 122515, 4.0, 193738, 4.0, 182874, 4.0, 157354, 4.0, 245638, 4.0, 84876, 4.0, 822, 4.0, 144592, 4.0, 110327, 4.0, 
222509, 102794, 2.0, 54043, 2.0, 43015, 2.0, 193738, 2.0, 157354, 2.0, 203416, 2.0, 34635, 2.0, 36218, 2.0, 91312, 2.0, 54998, 2.0, 
110327, 84876, 7.0, 224316, 6.0, 34635, 6.0, 164928, 6.0, 28143, 6.0, 73439, 6.0, 173090, 5.0, 3076, 5.0, 27162, 5.0, 176494, 5.0, 
70512, 122515, 3.0, 193738, 3.0, 157354, 3.0, 11, 3.0, 34635, 3.0, 51811, 3.0, 36218, 3.0, 245638, 3.0, 84876, 3.0, 7717, 3.0, 
55670, 122515, 5.0, 193738, 5.0, 157354, 5.0, 245638, 5.0, 84876, 5.0, 822, 5.0, 144592, 5.0, 171623, 5.0, 70149, 5.0, 164928, 5.0, 
174785, 171623, 1.0, 96848, 1.0, 55670, 1.0, 70512, 1.0, 203993, 1.0, 110327, 1.0, 222509, 1.0, 236191, 1.0, 140620, 1.0, 96913, 1.0, 
10630, 822, 5.0, 28143, 5.0, 50, 4.0, 27162, 4.0, 24480, 4.0, 31481, 4.0, 113294, 4.0, 201808, 4.0, 25554, 4.0, 3076, 4.0, 
2955, 171623, 3.0, 55670, 3.0, 70512, 3.0, 122515, 3.0, 193738, 3.0, 157354, 3.0, 11, 3.0, 34635, 3.0, 51811, 3.0, 36218, 3.0, 
19857, 9216, 5.0, 34635, 5.0, 18602, 5.0, 31260, 5.0, 28143, 5.0, 2651, 5.0, 66188, 4.0, 93, 4.0, 50, 4.0, 24480, 4.0, 
21241, 171623, 3.0, 110327, 3.0, 140620, 3.0, 122515, 3.0, 127023, 3.0, 54043, 3.0, 157354, 3.0, 34635, 3.0, 36218, 3.0, 91312, 3.0, 
195314, 21241, 2.0, 2955, 2.0, 10630, 2.0, 171623, 2.0, 55670, 2.0, 70512, 2.0, 203993, 2.0, 110327, 2.0, 236191, 2.0, 140620, 2.0, 
154809, 195314, 1.0, 21241, 1.0, 19857, 1.0, 172386, 1.0, 220, 1.0, 2955, 1.0, 10630, 1.0, 174785, 1.0, 171623, 1.0, 96848, 1.0, 
154203, 230802, 6.0, 224316, 6.0, 157354, 6.0, 84876, 6.0, 108745, 6.0, 28143, 6.0, 126163, 6.0, 153938, 5.0, 120677, 5.0, 66362, 5.0, 
161936, 224316, 5.0, 84876, 5.0, 2651, 5.0, 30549, 4.0, 154203, 4.0, 171623, 4.0, 110327, 4.0, 54043, 4.0, 193738, 4.0, 157354, 4.0, 
128780, 161936, 1.0, 30549, 1.0, 154203, 1.0, 164928, 1.0, 70149, 1.0, 154809, 1.0, 195314, 1.0, 21241, 1.0, 19857, 1.0, 172386, 1.0, 
198953, 128780, 1.0, 161936, 1.0, 30549, 1.0, 154203, 1.0, 164928, 1.0, 70149, 1.0, 154809, 1.0, 195314, 1.0, 21241, 1.0, 19857, 1.0, 
104006, 171623, 5.0, 157354, 5.0, 84876, 5.0, 28143, 5.0, 40692, 4.0, 8217, 4.0, 170042, 4.0, 107529, 4.0, 43570, 4.0, 136888, 4.0, 
136223, 104006, 2.0, 164928, 2.0, 70149, 2.0, 19857, 2.0, 2955, 2.0, 171623, 2.0, 96848, 2.0, 55670, 2.0, 70512, 2.0, 122515, 2.0, 
108745, 84876, 8.0, 120677, 7.0, 224316, 7.0, 157354, 7.0, 822, 7.0, 28143, 7.0, 121921, 7.0, 8217, 6.0, 70323, 6.0, 113294, 6.0, 
148166, 108745, 2.0, 161936, 2.0, 30549, 2.0, 154203, 2.0, 164928, 2.0, 70149, 2.0, 195314, 2.0, 21241, 2.0, 2955, 2.0, 10630, 2.0, 
136233, 148166, 2.0, 108745, 2.0, 161936, 2.0, 30549, 2.0, 154203, 2.0, 164928, 2.0, 70149, 2.0, 195314, 2.0, 21241, 2.0, 2955, 2.0, 
205059, 224316, 6.0, 30549, 6.0, 164928, 6.0, 84876, 6.0, 28143, 6.0, 176494, 5.0, 43570, 5.0, 69789, 5.0, 172818, 5.0, 181304, 5.0, 
87890, 136223, 2.0, 104006, 2.0, 164928, 2.0, 70149, 2.0, 19857, 2.0, 2955, 2.0, 171623, 2.0, 96848, 2.0, 55670, 2.0, 70512, 2.0, 
59753, 19857, 4.0, 9216, 4.0, 34635, 4.0, 40834, 4.0, 36218, 4.0, 18602, 4.0, 31260, 4.0, 68448, 4.0, 12, 4.0, 28143, 4.0, 
108687, 108745, 2.0, 164928, 2.0, 70149, 2.0, 19857, 2.0, 172386, 2.0, 10630, 2.0, 171623, 2.0, 55670, 2.0, 203993, 2.0, 110327, 2.0, 
176396, 157354, 7.0, 28143, 7.0, 3076, 6.0, 224316, 6.0, 108745, 6.0, 164928, 6.0, 84876, 6.0, 121921, 6.0, 147020, 6.0, 178900, 6.0, 
12, 28143, 6.0, 3076, 5.0, 24480, 5.0, 50, 5.0, 19100, 5.0, 33160, 5.0, 230802, 5.0, 8217, 5.0, 40692, 5.0, 21790, 5.0, 
92932, 12, 1.0, 176396, 1.0, 108687, 1.0, 59753, 1.0, 87890, 1.0, 205059, 1.0, 136233, 1.0, 148166, 1.0, 108745, 1.0, 136223, 1.0, 
177639, 28143, 2.0, 176396, 2.0, 154203, 2.0, 193738, 2.0, 157354, 2.0, 182028, 2.0, 216132, 2.0, 180263, 2.0, 173346, 2.0, 68448, 2.0, 
161417, 157354, 8.0, 84876, 8.0, 28143, 7.0, 171623, 7.0, 822, 7.0, 167791, 7.0, 176494, 6.0, 170042, 6.0, 163412, 6.0, 39856, 6.0, 
41114, 28143, 4.0, 176396, 4.0, 205059, 4.0, 108745, 4.0, 30549, 4.0, 164928, 4.0, 54043, 4.0, 157354, 4.0, 84876, 4.0, 121921, 4.0, 
104363, 41114, 1.0, 161417, 1.0, 177639, 1.0, 28143, 1.0, 92932, 1.0, 12, 1.0, 176396, 1.0, 108687, 1.0, 59753, 1.0, 87890, 1.0, 
119591, 161417, 4.0, 28143, 4.0, 164928, 4.0, 70149, 4.0, 171623, 4.0, 55670, 4.0, 122515, 4.0, 193738, 4.0, 157354, 4.0, 34635, 4.0, 
121921, 28143, 7.0, 108745, 7.0, 157354, 7.0, 84876, 7.0, 70323, 6.0, 113294, 6.0, 8217, 6.0, 40692, 6.0, 120677, 6.0, 224316, 6.0, 
175754, 132531, 1.0, 121921, 1.0, 205896, 1.0, 119591, 1.0, 104363, 1.0, 41114, 1.0, 161417, 1.0, 177639, 1.0, 28143, 1.0, 92932, 1.0, 
229220, 121921, 5.0, 28143, 5.0, 176396, 5.0, 108745, 5.0, 164928, 5.0, 70149, 5.0, 171623, 5.0, 110327, 5.0, 122515, 5.0, 157354, 5.0, 
25021, 108745, 3.0, 70149, 3.0, 122515, 3.0, 102794, 3.0, 62219, 3.0, 216132, 3.0, 84876, 3.0, 822, 3.0, 28720, 3.0, 31260, 3.0, 
180511, 28143, 5.0, 154203, 5.0, 193738, 5.0, 157354, 5.0, 180263, 5.0, 72287, 4.0, 107529, 4.0, 163968, 4.0, 147151, 4.0, 278, 4.0, 
148228, 157354, 6.0, 68448, 6.0, 230802, 5.0, 224316, 5.0, 28143, 5.0, 36218, 5.0, 84876, 5.0, 6249, 4.0, 107529, 4.0, 163968, 4.0, 
164153, 229220, 4.0, 121921, 4.0, 161417, 4.0, 28143, 4.0, 176396, 4.0, 108745, 4.0, 164928, 4.0, 70149, 4.0, 10630, 4.0, 171623, 4.0, 
123260, 84876, 6.0, 230802, 5.0, 28143, 5.0, 108745, 5.0, 102794, 5.0, 157354, 5.0, 36218, 5.0, 822, 5.0, 173346, 5.0, 68448, 5.0, 
93260, 123260, 2.0, 148228, 2.0, 180511, 2.0, 121921, 2.0, 161417, 2.0, 28143, 2.0, 108745, 2.0, 104006, 2.0, 161936, 2.0, 154203, 2.0, 
147614, 93260, 1.0, 123260, 1.0, 187645, 1.0, 164153, 1.0, 147020, 1.0, 148228, 1.0, 180511, 1.0, 25021, 1.0, 229220, 1.0, 175754, 1.0, 
20551, 123260, 2.0, 132531, 2.0, 119591, 2.0, 161417, 2.0, 28143, 2.0, 12, 2.0, 59753, 2.0, 87890, 2.0, 136223, 2.0, 104006, 2.0, 
18745, 20551, 1.0, 147614, 1.0, 93260, 1.0, 123260, 1.0, 187645, 1.0, 164153, 1.0, 147020, 1.0, 148228, 1.0, 180511, 1.0, 25021, 1.0, 
1111, 123260, 3.0, 148228, 3.0, 121921, 3.0, 161417, 3.0, 28143, 3.0, 108745, 3.0, 54043, 3.0, 157354, 3.0, 203416, 3.0, 36218, 3.0, 
118048, 28143, 5.0, 164928, 5.0, 110327, 5.0, 84876, 5.0, 73439, 5.0, 144344, 4.0, 129622, 4.0, 27162, 4.0, 176494, 4.0, 143693, 4.0, 
229853, 118048, 1.0, 198773, 1.0, 178900, 1.0, 1111, 1.0, 18745, 1.0, 20551, 1.0, 147614, 1.0, 93260, 1.0, 123260, 1.0, 187645, 1.0, 
247030, 167791, 2.0, 198773, 2.0, 178900, 2.0, 20551, 2.0, 123260, 2.0, 132531, 2.0, 119591, 2.0, 161417, 2.0, 28143, 2.0, 12, 2.0, 
144529, 247030, 1.0, 167791, 1.0, 229853, 1.0, 118048, 1.0, 198773, 1.0, 178900, 1.0, 1111, 1.0, 18745, 1.0, 20551, 1.0, 147614, 1.0, 
188920, 167791, 3.0, 118048, 3.0, 178900, 3.0, 187645, 3.0, 164153, 3.0, 147020, 3.0, 180511, 3.0, 229220, 3.0, 121921, 3.0, 161417, 3.0, 
503, 28143, 5.0, 12, 5.0, 475, 4.0, 40692, 4.0, 8217, 4.0, 3076, 4.0, 24480, 4.0, 50, 4.0, 19100, 4.0, 66188, 4.0, 
42, 28143, 4.0, 12, 4.0, 34635, 4.0, 51811, 4.0, 36218, 4.0, 7717, 4.0, 822, 4.0, 34219, 4.0, 31260, 4.0, 2651, 4.0, 
73439, 84876, 8.0, 28143, 7.0, 164928, 7.0, 70149, 7.0, 122515, 7.0, 126163, 7.0, 66362, 6.0, 159508, 6.0, 176494, 6.0, 143693, 6.0, 
127061, 73439, 2.0, 102680, 2.0, 118048, 2.0, 164153, 2.0, 25021, 2.0, 229220, 2.0, 132531, 2.0, 121921, 2.0, 119591, 2.0, 161417, 2.0, 
126163, 66362, 7.0, 73439, 7.0, 28143, 7.0, 70149, 7.0, 122515, 7.0, 157354, 7.0, 84876, 7.0, 159508, 6.0, 3076, 6.0, 230802, 6.0, 
143065, 126163, 3.0, 73439, 3.0, 102680, 3.0, 132531, 3.0, 119591, 3.0, 161417, 3.0, 28143, 3.0, 164928, 3.0, 70149, 3.0, 19857, 3.0, 
191876, 167791, 4.0, 161417, 4.0, 171623, 4.0, 157354, 4.0, 84876, 4.0, 144592, 4.0, 137408, 4.0, 42215, 3.0, 145189, 3.0, 131325, 3.0, 
179172, 191876, 1.0, 143065, 1.0, 126163, 1.0, 127061, 1.0, 73439, 1.0, 102680, 1.0, 42, 1.0, 503, 1.0, 145371, 1.0, 188920, 1.0, 
150999, 126163, 3.0, 73439, 3.0, 503, 3.0, 178900, 3.0, 147020, 3.0, 229220, 3.0, 121921, 3.0, 41114, 3.0, 28143, 3.0, 12, 3.0, 
175223, 150999, 1.0, 179172, 1.0, 191876, 1.0, 143065, 1.0, 126163, 1.0, 127061, 1.0, 73439, 1.0, 102680, 1.0, 42, 1.0, 503, 1.0, 
197065, 175223, 1.0, 150999, 1.0, 179172, 1.0, 191876, 1.0, 143065, 1.0, 126163, 1.0, 127061, 1.0, 73439, 1.0, 102680, 1.0, 42, 1.0, 
155996, 143065, 2.0, 126163, 2.0, 73439, 2.0, 102680, 2.0, 42, 2.0, 503, 2.0, 247030, 2.0, 167791, 2.0, 198773, 2.0, 178900, 2.0, 
42052, 143065, 3.0, 126163, 3.0, 73439, 3.0, 102680, 3.0, 132531, 3.0, 119591, 3.0, 161417, 3.0, 28143, 3.0, 164928, 3.0, 70149, 3.0, 
214000, 183394, 2.0, 42052, 2.0, 143065, 2.0, 126163, 2.0, 127061, 2.0, 73439, 2.0, 102680, 2.0, 118048, 2.0, 164153, 2.0, 25021, 2.0, 
162286, 126163, 4.0, 73439, 4.0, 178900, 4.0, 147020, 4.0, 229220, 4.0, 121921, 4.0, 28143, 4.0, 12, 4.0, 176396, 4.0, 205059, 4.0, 
126042, 126163, 5.0, 73439, 5.0, 229220, 5.0, 121921, 5.0, 28143, 5.0, 176396, 5.0, 108745, 5.0, 164928, 5.0, 70149, 5.0, 171623, 5.0, 
115746, 126042, 1.0, 162286, 1.0, 214000, 1.0, 183394, 1.0, 42052, 1.0, 155996, 1.0, 197065, 1.0, 175223, 1.0, 150999, 1.0, 179172, 1.0, 
180974, 28143, 5.0, 157354, 5.0, 180263, 5.0, 107529, 4.0, 163968, 4.0, 147151, 4.0, 230802, 4.0, 146508, 4.0, 224316, 4.0, 167791, 4.0, 
193558, 126042, 2.0, 214000, 2.0, 183394, 2.0, 42052, 2.0, 143065, 2.0, 126163, 2.0, 127061, 2.0, 73439, 2.0, 102680, 2.0, 118048, 2.0, 
